id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
B572D4B1,Comics Journalism,Medium,,,2003-07-20T05:00:00+0000',832,"Walker, T. (2010). Graphic wounds: the comics journalism of Joe Sacco. Journeys, 11(1), 69-88.",https://doi.org/10.3167/jys.2010.110104,"Chute, H. (2011). Comics form and narrating lives. Profession, 2011(1), 107-117.",https://doi.org/10.1632/prof.2011.2011.1.107,"Vanderbeke, D. (2010). In the art of the beholder: Comics as political journalism. Comics as a Nexus of Cultures. Essays on the Interplay of Media, Disciplines, and International Perspectives, 70-81.",,"""Comics journalism or graphic journalism is a form of journalism that covers news or nonfiction events using the framework of comics, a combination of words and drawn images.""",Comics journalism. https://en.wikipedia.org/wiki/Comics_journalism (05.12.19),,,,
86458937,Commemorative Journalism,"Beat, Time",,,null,162,"Watson, B. R., & Chen, M. S. (2016). @ Todayin1963: Commemorative journalism, digital collective remembering, and the March on Washington. Journalism Studies, 17(8), 1010-1029.",,"Stiles, S., & Kitch, C. (2011). “Redemption for Our Anguished Racial History”: Race and the National Narrative in Commemorative Journalism About Barack Obama. Journal of Communication Inquiry, 35(2), 115-133.",,"Meyers, O. (2019). The critical potential of commemorative journalism. Journalism, 1464884919865717.",,"""Dementsprechend kam es auch zu einer Vielzahl von geschichtsjournalistischen Beiträgen, die sich dieser historischen Themen und Ereignisse annahmen. Aber genauso nutzten Journalisten die Vielzahl an Gedenktagen und Folgeereignissen, um vergangenes und gegenwärtiges Geschehen zu verknüpfen und in Abhängigkeit voneinander zu diskutieren. Diese Beiträge werden im Englischen unter der Genre-Bezeichnung ""Commemorative Journalism"" zusammengefasst.""","Prandner, D. Commemorative Journalism. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 27-35.",,,,
41AE4E35,Commentary Journalism,Motivation,,,2001-04-29T05:00:00+0000',251,"Salgado, S., & Strömbäck, J. (2012). Interpretive journalism: A review of concepts, operationalizations and key findings. Journalism, 13(2), 144-161.",https://doi.org/10.1177/1464884911427797,"Black, J., & Barney, R. (1992). "" COMMENTARY"" Journalism Ethics since Janet Cooke. Newspaper Research Journal, 13(4), 2.",,"Hanitzsch, T. (2007). Deconstructing journalism culture: Toward a universal theory. Communication theory, 17(4), 367-385.",https://doi.org/10.1111/j.1468-2885.2007.00303.x ,,,,,,
9D32BC4E,Community Journalism,"Location, Audience",,,1973-11-28T05:00:00+0000',4090,"Lauterer, J. (2006). Community journalism: Relentlessly local. Univ of North Carolina Press.",,"Lowrey, W., Brozana, A., & Mackay, J. B. (2008). Toward a measure of community journalism. Mass Communication and Society, 11(3), 275-299.",https://doi.org/10.1080/15205430701668105 ,"Lauterer, J. (2005). Community journalism: A personal approach. Marion Street Press, Inc..",,"""Community and small-town journalism refers to a broad category of news including publications that focus on people who share particular cultural interests or who share residency in a limited geographical location, or both. [...] Community and small-town news publications are engines of social capital.""","Poepsel, M. (2019, 29 Apr). Community and Small-Town Journalism. https://doi.org/10.1002/9781118841570.iejs0120",,,,
9073B134,Computational Journalism,Technology,,,2011-12-06T22:53:11+0000',2100,"Cohen, S., Hamilton, J. T., & Turner, F. (2011). Computational journalism. Communications of the ACM, 54(10), 66-71.",https://doi.org/10.1145/2001269.2001288,"Anderson, C. W. (2013). Towards a sociology of computational and algorithmic journalism. New media & society, 15(7), 1005-1021.",https://doi.org/10.1177/1461444812465137,"Coddington, M. (2015). Clarifying journalism’s quantitative turn: A typology for evaluating data journalism, computational journalism, and computer-assisted reporting. Digital journalism, 3(3), 331-348.",https://doi.org/10.1080/21670811.2014.976400 ,"“Recently, I have begun defining CJ as “Finding and telling news stories, with, by, or about algorithms,” in an attempt to broaden the scope of the term to encompass the idea that journalism ought also to orient towards investigating and reporting about computation (Diakopoulos, 2015). But perhaps the most core, distinctive aspect of CJ is its focus on tooling, on designing “practices or services built around computational tools in the service of journalistic ends” (Goddington, 2015: 6).”","Diakopoulos, N. (2016). Computational journalism and the emergence of news platforms. In Franklin, B., & Eldridge II, S. (Eds.), The Routledge companion to digital journalism studies. Taylor & Francis. (p. 176-184) https://www.routledge.com/The-Routledge-Companion-to-Digital-Journalism-Studies-1st-Edition/Franklin-Eldridge-II/p/book/9781138887961",,,,
BCC3EFC3,Conciliatory Journalism,"Motivation, Organization",,,null,26,"Hautakangas, M., & Ahva, L. (2018). Introducing a new form of socially responsible journalism: Experiences from the Conciliatory Journalism Project. Journalism Practice, 12(6), 730-746.",https://doi.org/10.1080/17512786.2018.1470473,"Cook, C. (2020). Evaluating Action Research to Innovate Digital Journalism Revenue Models. In Media Management Matters (pp. 93-106). Routledge.",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429265396-6/evaluating-action-research-innovate-digital-journalism-revenue-models-clare-cook,"Hermans, L., & Drok, N. (2018). Placing constructive journalism in context. Journalism Practice, 12(6), 679-694.",https://doi.org/10.1080/17512786.2018.1470900,"""Hence, the concrete forms of conciliatory journalism also varied, from self-critical analyses and organisational development projects to examinations of sourcing, presentation and online discussion practices.""","Hautakangas, M., & Ahva, L. (2018). Introducing a new form of socially responsible journalism: Experiences from the Conciliatory Journalism Project. Journalism Practice, 12(6), 730-746.",,,,
08E8F0B4,Confessional Journalism,Motivation,,,1976-08-08T05:00:00+0000',208,"Coward, R. (2013). Speaking personally: the rise of subjective and confessional journalism. Macmillan International Higher Education.",,"Coward, R. (2010). Practice review: journalism ethics and confessional journalism. Journalism Practice, 4(2), 224-233.",https://doi.org/10.1080/17512780903523142 ,"Lindgren, M. (2016). Personal narrative journalism and podcasting. Radio Journal: International Studies in Broadcast & Audio Media, 14(1), 23-41.",https://doi.org/10.1386/rjao.14.1.23_1,,,,,,
39406D64,Confessions Journalism,"Beat, Motivation",,,null,4,"Mutz, D. (2004). Leading horses to water: Confessions of a Daily Show junkie. Journalism & Mass Communication Educator, 59(1), 40-91.",https://doi.org/10.1177/107769580405900106,"Radstone, S. (2006). Cultures of confession/cultures of testimony: Turning the subject inside out. In Modern Confessional Writing (pp. 176-189). Routledge.",,"Giles, B. (2007). Plowing new ground in journalism education. Nieman Reports, 61(3), 3.",,,,,,,
13BEF8EA,Conflict Sensitive Journalism,"Motivation, Audience",Conflict-Sensitive Journalism,,null,569,"Adisa, R. (2012). Conflict sensitive journalism and newspaper coverage of Jos conflict. Entrepreneurial Journal of Management Sciences, 1(1), 174-188.",,"Betz, M. (2011, January). Conflict sensitive journalism: Moving towards a holistic framework. In Background paper presented at the Conference on Conflict Sensitive Journalism in Nairobi, Kenya, February (pp. 3-4).",,"Howard, R. (2008, June). Conflict sensitive journalism: Where does it fit in. In Media, conflict and peacebuilding, For the United States Institute for Peace workshop on Media, Conflict Prevention and Peacebuilding.",,,,,,,
6AFC9CB0,Constructive Journalism,Motivation,,,1979-12-02T05:00:00+0000',957,"McIntyre, K. E. (2015). Constructive journalism: The effects of positive emotions and solution information in news stories (Doctoral dissertation, The University of North Carolina at Chapel Hill).",,"Kempf, W. (2007). Peace journalism: A tightrope walk between advocacy journalism and constructive conflict coverage. Conflict & communication online, 6(2).",,"Yanqiu, Z., & Matingwina, S. (2016). Constructive journalism: A new journalistic paradigm of Chinese media in Africa. In China’s media and soft power in Africa (pp. 93-105). Palgrave Macmillan, New York.",https://doi.org/10.1057/9781137539670_7,"""Constructive journalism is an emerging form of reporting that takes distance from the negativity bias in the news. Based on the ideas of positive psychology, constructive news stories focus on solutions and include positive emotions. The goal of this technique ist to enhance audiences' interest in the news and, that way, to energize and inspire them to prosocial behaviour."" ","Nölleke, D. (2019, 29. Apr). Constructive Journalism. https://doi.org/10.1002/9781118841570.iejs0121",,,,
7B7EEFC5,Contextual Journalism,"Motivation, Time",,,2012-03-09T05:01:12+0000',312,"Fink, K., & Schudson, M. (2014). The rise of contextual journalism, 1950s–2000s. Journalism, 15(1), 3-20.",https://doi.org/10.1177/1464884913479015,"McIntyre, K., Dahmen, N. S., & Abdenour, J. (2018). The contextualist function: US newspaper journalists value social responsibility. Journalism, 19(12), 1657-1675.",https://doi.org/10.1177%2F1464884916683553,"Abdenour, J., McIntyre, K., & Dahmen, N. S. (2018). Putting broadcast news in context: An analysis of US television journalists’ role conceptions and contextual values. Electronic News, 12(3), 179-193.",https://doi.org/10.1177%2F1931243117734585,"""Contextual journalism calls for depth of news reporting rather than “just the facts.”""","Abdenour, J., McIntyre, K., & Dahmen, N. S. (2018). Putting broadcast news in context: An analysis of US television journalists’ role conceptions and contextual values. Electronic News, 12(3), 179-193.",,,,
F562CEAE,Convergence Journalism,Motivation,Convergent Journalism,,2006-05-15T04:00:00+0000',1520,"Kolodzy, J. (2006). Convergence journalism: Writing and reporting across the news media. Rowman & Littlefield.",,"Kraeplin, C., & Criado, C. A. (2005). Building a case for convergence journalism curriculum. Journalism & Mass Communication Educator, 60(1), 47-56.",https://doi.org/10.1177/107769580506000109,"Erdal, I. J. (2011). Coming to terms with convergence journalism: Cross-media as a theoretical and analytical concept. Convergence, 17(2), 213-223.",https://doi.org/10.1177/1354856510397109,,,,,,
E82E8A83,Conversational Journalism,Motivation,,,2015-03-03T03:00:43+0000',218,"Marchionni, D. (2013). Conversational Journalism in Practice: A Case Study of the Seattle Times’ 2010 Pulitzer Prize for Breaking News Reporting. Digital Journalism, 1(2), 252-269.",https://doi.org/10.1080/21670811.2012.748513 ,"Eckel, L. (2007). Margaret Fuller's Conversational Journalism: New York, London, Rome. Arizona Quarterly: A Journal of American Literature, Culture, and Theory, 63(2), 27-50.", doi:10.1353/arq.2007.0009,"Marchionni, D. (2015). Online story commenting: An experimental test of conversational journalism and trust. Journalism Practice, 9(2), 230-249.",https://doi.org/10.1080/17512786.2014.938943 ,,,,,,
8D30E9C1,Corporate Sports Journalism,"Beat, Motivation",,,null,2,"Horky, T., & Hestermann, T. (2016). Die Selbstberichterstattung des Sports. Die Bedeutung von vereinseigenen Medien am Beispiel von Club-TV. ComSoc Communicatio Socialis, 49(2), 165-178.",,"L’Etang, J. (2006). Public relations and sport in promotional culture. Public Relations Review, 32(4), 386-394.",https://doi.org/10.1016/j.pubrev.2006.09.006,"Rowe, D. (2007). Sports journalism: Still thetoy department'of the news media?. Journalism, 8(4), 385-405.",https://doi.org/10.1177/1464884907078657,,,,,,
0C802B15,Cozy Journalism,"Motivation, Audience",,Steen Steensen,null,42,"Steensen, S. (2011). Cozy journalism: The rise of social cohesion as an ideal in online, participatory journalism. Journalism Practice, 5(6), 687-703.",https://doi.org/10.1080/17512786.2011.604243 ,"McEnnis, S. (2016). Following the action: How live bloggers are reimagining the professional ideology of sports journalism. Journalism Practice, 10(8), 967-982.",https://doi.org/10.1080/17512786.2015.1068130 ,"Carey, J. W. (2003). American journalism on, before, and after September 11. In Journalism After September 11 (pp. 89-108). Routledge.",https://doi.org/10.4324/9780203218136,,,,,,
F6F1A508,Creative Journalism,Motivation,,,1970-09-28T05:00:00+0000',462,"Nee, R. C. (2013). Creative destruction: An exploratory study of how digitally native news nonprofits are innovating online journalism practices. International Journal on Media Management, 15(1), 3-22.",,"Kaufman, J. C. (2002). Narrative and paradigmatic thinking styles in creative writing and journalism students. The Journal of Creative Behavior, 36(3), 201-219.",https://doi.org/10.1525/sop.2002.45.4.347,"Gutkind, L. (2012). You can't make this stuff up: The complete guide to writing creative nonfiction--from memoir to literary journalism and everything in between. Da Capo Lifelong Books.",,,,,,,
